stage,method,cv,n_subjects,fold,n_features,n_test_subjects,n_test_epochs,train_acc,test_acc,train_auc,test_auc
1,PSD sensorimotor,LOSO,106,26,6,1,45,0.560567556120288,0.5333333333333333,0.5783180278299602,0.5734126984126984
1,PSD sensorimotor,LOSO,106,27,6,1,45,0.5607793307920372,0.5111111111111111,0.5785043811492174,0.507905138339921
1,PSD sensorimotor,LOSO,106,28,6,1,45,0.561414654807285,0.5333333333333333,0.5782368590972431,0.5553359683794467
1,PSD sensorimotor,LOSO,106,29,6,1,45,0.5586615840745447,0.8666666666666667,0.5742432560442636,0.9229249011857708
1,PSD sensorimotor,LOSO,106,30,6,1,45,0.5609911054637865,0.5777777777777777,0.5786147668759568,0.5515873015873015
1,PSD sensorimotor,LOSO,106,31,6,1,45,0.5590851334180432,0.7555555555555555,0.5766167901931829,0.8003952569169961
1,PSD sensorimotor,LOSO,106,32,6,1,45,0.5609911054637865,0.5777777777777777,0.5775350066884448,0.7281746031746031
1,PSD sensorimotor,LOSO,106,33,6,1,45,0.5603557814485387,0.6666666666666666,0.5763333620386517,0.7944664031620554
1,PSD sensorimotor,LOSO,106,34,6,1,45,0.5603557814485387,0.7333333333333333,0.5765710309964922,0.7757936507936508
1,PSD sensorimotor,LOSO,106,35,6,1,45,0.560567556120288,0.6,0.5773344286888906,0.6521739130434782
1,PSD sensorimotor,LOSO,106,36,6,1,45,0.5616264294790343,0.4888888888888889,0.5790820756815719,0.4683794466403163
1,PSD sensorimotor,LOSO,106,37,6,1,45,0.5622617534942821,0.4888888888888889,0.5791211866778618,0.5849802371541503
1,PSD sensorimotor,LOSO,106,38,6,1,45,0.5616264294790343,0.5111111111111111,0.5792627397791126,0.4624505928853755
1,PSD sensorimotor,LOSO,106,39,6,1,45,0.5624735281660314,0.4666666666666667,0.579323020947706,0.4920948616600791
1,PSD sensorimotor,LOSO,106,40,6,1,45,0.559720457433291,0.6222222222222222,0.577364566169674,0.5773809523809523
1,PSD sensorimotor,LOSO,106,41,6,1,45,0.560567556120288,0.6,0.577683106739403,0.5912698412698413
1,PSD sensorimotor,LOSO,106,42,6,1,45,0.5573909360440491,0.7555555555555555,0.5739966920453541,0.8636363636363636
1,PSD sensorimotor,LOSO,106,43,6,1,45,0.5576027107157984,0.6666666666666666,0.5773089840470194,0.7865612648221344
1,PSD sensorimotor,LOSO,106,44,6,1,45,0.5618382041507836,0.5555555555555556,0.5777355886079911,0.6126482213438735
1,PSD sensorimotor,LOSO,106,45,6,1,45,0.5612028801355358,0.4888888888888889,0.5788836501682849,0.5652173913043479
1,PSD sensorimotor,LOSO,106,46,6,1,45,0.561414654807285,0.5333333333333333,0.5783771807071555,0.642292490118577
1,PSD sensorimotor,LOSO,106,47,6,1,45,0.5633206268530284,0.4222222222222222,0.5797884469478487,0.29960317460317454
1,PSD sensorimotor,LOSO,106,48,6,1,45,0.561414654807285,0.4888888888888889,0.5787697056803061,0.5019762845849802
1,PSD sensorimotor,LOSO,106,49,6,1,45,0.5609911054637865,0.4888888888888889,0.5786206376886478,0.4703557312252965
1,PSD sensorimotor,LOSO,106,50,6,1,45,0.5601440067767895,0.4666666666666667,0.5788384392918398,0.45849802371541504
1,PSD sensorimotor,LOSO,106,51,6,1,45,0.561414654807285,0.5555555555555556,0.5784644238768364,0.501984126984127
1,PSD sensorimotor,LOSO,106,52,6,1,45,0.5599322321050403,0.7555555555555555,0.5765523049214368,0.7857142857142856
1,PSD sensorimotor,LOSO,106,53,6,1,45,0.5603557814485387,0.5777777777777777,0.5779846091660018,0.6679841897233202
1,PSD sensorimotor,LOSO,106,54,6,1,45,0.5599322321050403,0.6888888888888889,0.5749589155130717,0.8675889328063241
1,PSD sensorimotor,LOSO,106,55,6,1,45,0.5609911054637865,0.6444444444444445,0.5777000940099177,0.683794466403162
1,PSD sensorimotor,LOSO,106,56,6,1,45,0.5603557814485387,0.5777777777777777,0.5773982985150086,0.6877470355731226
1,PSD sensorimotor,LOSO,106,57,6,1,45,0.5603557814485387,0.6222222222222222,0.5775071085506953,0.5714285714285714
1,PSD sensorimotor,LOSO,106,58,6,1,45,0.5607793307920372,0.6,0.5786536981776385,0.5317460317460317
1,PSD sensorimotor,LOSO,106,59,6,1,45,0.5626853028377806,0.5111111111111111,0.5787878945539415,0.39682539682539686
1,PSD sensorimotor,LOSO,106,60,6,1,45,0.5599322321050403,0.7555555555555555,0.5754696907719579,0.8142292490118577
1,PSD sensorimotor,LOSO,106,61,6,1,45,0.5603557814485387,0.5333333333333333,0.5785619493357986,0.47035573122529645
1,PSD sensorimotor,LOSO,106,62,6,1,45,0.5609911054637865,0.5555555555555556,0.5777183936503836,0.6442687747035573
1,PSD sensorimotor,LOSO,106,63,6,1,45,0.5607793307920372,0.4888888888888889,0.578202771268697,0.49209486166007904
1,PSD sensorimotor,LOSO,106,64,6,1,45,0.5603557814485387,0.6666666666666666,0.5777506871335587,0.6739130434782609
1,PSD sensorimotor,LOSO,106,65,6,1,45,0.5601440067767895,0.6666666666666666,0.5781169126724258,0.6984126984126984
1,PSD sensorimotor,LOSO,106,66,6,1,45,0.5641677255400254,0.37777777777777777,0.5803172930962998,0.32806324110671936
1,PSD sensorimotor,LOSO,106,67,6,1,45,0.5628970775095299,0.4444444444444444,0.5796556304032573,0.46047430830039526
1,PSD sensorimotor,LOSO,106,68,6,1,45,0.5622617534942821,0.4666666666666667,0.5785370113980728,0.5592885375494071
1,PSD sensorimotor,LOSO,106,69,6,1,45,0.561414654807285,0.6,0.5775934032793073,0.6765873015873016
1,PSD sensorimotor,LOSO,106,70,6,1,45,0.5620499788225328,0.4,0.5791098663272716,0.4150197628458498
1,PSD sensorimotor,LOSO,106,71,6,1,45,0.5620499788225328,0.4222222222222222,0.5786313808602583,0.5256916996047432
1,PSD sensorimotor,LOSO,106,72,6,1,45,0.5590851334180432,0.8666666666666667,0.5734699453895047,0.9090909090909092
1,PSD sensorimotor,LOSO,106,73,6,1,45,0.5607793307920372,0.6666666666666666,0.5773506067586671,0.6778656126482214
1,PSD sensorimotor,LOSO,106,74,6,1,45,0.5607793307920372,0.5111111111111111,0.5782294008113856,0.5674603174603174
1,PSD sensorimotor,LOSO,106,75,6,1,45,0.5607793307920372,0.6,0.5773791016852483,0.709486166007905
1,PSD sensorimotor,LOSO,106,76,6,1,45,0.559720457433291,0.6,0.5774855217550432,0.6877470355731226
1,PSD sensorimotor,LOSO,106,77,6,1,45,0.5628970775095299,0.4222222222222222,0.5788099017688496,0.46031746031746035
1,PSD sensorimotor,LOSO,106,78,6,1,45,0.561414654807285,0.4888888888888889,0.5790865608875685,0.4169960474308301
1,PSD sensorimotor,LOSO,106,79,6,1,45,0.5624735281660314,0.5555555555555556,0.578112169408614,0.5909090909090909
1,PSD sensorimotor,LOSO,106,80,6,1,45,0.5616264294790343,0.4888888888888889,0.5790305855167316,0.38735177865612647
1,PSD sensorimotor,LOSO,106,81,6,1,45,0.5612028801355358,0.4666666666666667,0.5786730038930095,0.4387351778656126
1,PSD sensorimotor,LOSO,106,82,6,1,45,0.5609911054637865,0.5333333333333333,0.5790130035092251,0.47430830039525695
1,PSD sensorimotor,LOSO,106,83,6,1,45,0.5622617534942821,0.6,0.5781566629953477,0.5770750988142292
1,PSD sensorimotor,LOSO,106,84,6,1,45,0.5609911054637865,0.6222222222222222,0.5769257680466748,0.6600790513833992
1,PSD sensorimotor,LOSO,106,85,6,1,45,0.5599322321050403,0.7111111111111111,0.5761455216115166,0.8320158102766799
1,PSD sensorimotor,LOSO,106,86,6,1,45,0.560567556120288,0.5555555555555556,0.5784688357409805,0.575098814229249
1,PSD sensorimotor,LOSO,106,87,6,1,45,0.5609911054637865,0.5333333333333333,0.5783724927729318,0.49011857707509876
1,PSD sensorimotor,LOSO,106,89,6,1,45,0.5612028801355358,0.5111111111111111,0.5784089871384973,0.5476190476190476
1,PSD sensorimotor,LOSO,106,90,6,1,45,0.560567556120288,0.5111111111111111,0.5785798902981913,0.5138339920948616
1,PSD sensorimotor,LOSO,106,91,6,1,45,0.5618382041507836,0.5555555555555556,0.5785142263758342,0.5474308300395258
1,PSD sensorimotor,LOSO,106,93,6,1,45,0.5603557814485387,0.7111111111111111,0.5763844933870123,0.650197628458498
1,PSD sensorimotor,LOSO,106,94,6,1,45,0.5603557814485387,0.6,0.5769106631571752,0.6778656126482213
1,PSD sensorimotor,LOSO,106,95,6,1,45,0.5609911054637865,0.4666666666666667,0.5791594006329522,0.4525691699604743
1,PSD sensorimotor,LOSO,106,96,6,1,45,0.5633206268530284,0.4,0.5800471126037877,0.3517786561264822
1,PSD sensorimotor,LOSO,106,97,6,1,45,0.5601440067767895,0.6666666666666666,0.5770400510954666,0.7391304347826086
1,PSD sensorimotor,LOSO,106,98,6,1,45,0.561414654807285,0.5555555555555556,0.5790582143856703,0.5
1,PSD sensorimotor,LOSO,106,99,6,1,45,0.561414654807285,0.5111111111111111,0.5785804285270633,0.6067193675889329
1,PSD sensorimotor,LOSO,106,101,6,1,45,0.5622617534942821,0.4666666666666667,0.5790741638121101,0.35375494071146246
1,PSD sensorimotor,LOSO,106,102,6,1,45,0.560567556120288,0.5111111111111111,0.5788391372047658,0.47430830039525695
1,PSD sensorimotor,LOSO,106,103,6,1,45,0.560567556120288,0.5777777777777777,0.577561740682406,0.5770750988142292
1,PSD sensorimotor,LOSO,106,104,6,1,42,0.5627513227513228,0.42857142857142855,0.5796750513891556,0.36507936507936506
1,PSD sensorimotor,LOSO,106,105,6,1,45,0.5612028801355358,0.4888888888888889,0.5780181848191923,0.549407114624506
1,PSD sensorimotor,LOSO,106,106,6,1,45,0.5612028801355358,0.5333333333333333,0.578709673136738,0.5158730158730159
1,PSD sensorimotor,LOSO,106,107,6,1,45,0.560567556120288,0.5333333333333333,0.5782780200867577,0.503968253968254
1,PSD sensorimotor,LOSO,106,108,6,1,45,0.5607793307920372,0.6,0.5774340010301701,0.7094861660079052
1,PSD sensorimotor,LOSO,106,109,6,1,45,0.5633206268530284,0.4888888888888889,0.5936223958893985,0.5434782608695652
1,PSD all channels,LOSO,106,1,128,1,45,0.5969927996611605,0.6444444444444445,0.6452919689695509,0.7529644268774704
1,PSD all channels,LOSO,106,2,128,1,45,0.5986869970351546,0.6,0.6457462306328805,0.7312252964426877
1,PSD all channels,LOSO,106,3,128,1,45,0.5995340957221517,0.4444444444444444,0.6482566901332645,0.3814229249011858
1,PSD all channels,LOSO,106,4,128,1,45,0.5925455315544261,0.5111111111111111,0.6457042491047529,0.6541501976284585
1,PSD all channels,LOSO,106,5,128,1,45,0.6016518424396442,0.5333333333333333,0.6472166525051528,0.6507936507936508
1,PSD all channels,LOSO,106,6,128,1,45,0.6014400677678949,0.4888888888888889,0.6480653385650784,0.3849206349206349
1,PSD all channels,LOSO,106,7,128,1,45,0.5972045743329097,0.7777777777777778,0.6437364995299504,0.883399209486166
1,PSD all channels,LOSO,106,8,128,1,45,0.595722151630665,0.5777777777777777,0.6462078098085753,0.6284584980237155
1,PSD all channels,LOSO,106,9,128,1,45,0.6016518424396442,0.4222222222222222,0.6476898398811178,0.47619047619047616
1,PSD all channels,LOSO,106,10,128,1,45,0.6016518424396442,0.4222222222222222,0.6481500186314088,0.3888888888888889
1,PSD all channels,LOSO,106,11,128,1,45,0.5978398983481575,0.5333333333333333,0.6465862200119128,0.6719367588932806
1,PSD all channels,LOSO,106,12,128,1,45,0.5978398983481575,0.6,0.6469378476986583,0.6111111111111112
1,PSD all channels,LOSO,106,13,128,1,45,0.5997458703939009,0.6444444444444445,0.6456820024830101,0.66600790513834
1,PSD all channels,LOSO,106,14,128,1,45,0.5997458703939009,0.4888888888888889,0.6472573561085478,0.5296442687747036
1,PSD all channels,LOSO,106,15,128,1,45,0.6029224904701398,0.5777777777777777,0.6469924002669595,0.6679841897233202
1,PSD all channels,LOSO,106,16,128,1,45,0.5993223210504024,0.5333333333333333,0.6479179423438468,0.4565217391304348
1,PSD all channels,LOSO,106,17,128,1,45,0.5972045743329097,0.5111111111111111,0.6465478266485822,0.6146245059288538
1,PSD all channels,LOSO,106,18,128,1,45,0.5972045743329097,0.5333333333333333,0.646437274717578,0.5810276679841897
1,PSD all channels,LOSO,106,19,128,1,45,0.5950868276154172,0.6666666666666666,0.6455237644154521,0.7312252964426877
1,PSD all channels,LOSO,106,20,128,1,45,0.5965692503176621,0.4444444444444444,0.647204460806476,0.4762845849802372
1,PSD all channels,LOSO,106,21,128,1,45,0.5972045743329097,0.5111111111111111,0.6465798492658938,0.6388888888888888
1,PSD all channels,LOSO,106,22,128,1,45,0.5972045743329097,0.5555555555555556,0.6465506615998997,0.5830039525691699
1,PSD all channels,LOSO,106,23,128,1,45,0.5993223210504024,0.5555555555555556,0.6463294495335978,0.6086956521739131
1,PSD all channels,LOSO,106,24,128,1,45,0.6018636171113935,0.5777777777777777,0.645928469024121,0.6561264822134387
