stage,method,cv,n_subjects,fold,n_features,n_test_subjects,n_test_epochs,train_acc,test_acc,train_auc,test_auc
2,CSP mne ledoit-wolf,GroupKFold5,20,4,36,4,180,0.7638888888888888,0.5666666666666667,0.8593247154157825,0.6785185185185185
2,CSP mne ledoit-wolf,GroupKFold5,20,5,36,4,180,0.7875,0.5277777777777778,0.8706545979273251,0.4982707509881423
2,FBCSP 4-40Hz raw,GroupKFold5,20,1,12,4,180,0.7458333333333333,0.6111111111111112,0.8246388443017656,0.6302012594147426
2,FBCSP 4-40Hz raw,GroupKFold5,20,2,12,4,180,0.7194444444444444,0.5833333333333334,0.7989829540631681,0.6298171936758893
2,FBCSP 4-40Hz raw,GroupKFold5,20,3,12,4,180,0.7666666666666667,0.5277777777777778,0.844638240401312,0.5169135802469136
2,FBCSP 4-40Hz raw,GroupKFold5,20,4,12,4,180,0.7375,0.5444444444444444,0.8109511865714837,0.5420987654320988
2,FBCSP 4-40Hz raw,GroupKFold5,20,5,12,4,180,0.7319444444444444,0.5166666666666667,0.8066532398083199,0.5615118577075098
2,FBCSP 4-40Hz subject-zscored,GroupKFold5,20,1,12,4,180,0.7652777777777777,0.5277777777777778,0.8644508581306335,0.5589578960365478
2,FBCSP 4-40Hz subject-zscored,GroupKFold5,20,2,12,4,180,0.7902777777777777,0.5666666666666667,0.8709401115818228,0.641798418972332
2,FBCSP 4-40Hz subject-zscored,GroupKFold5,20,3,12,4,180,0.7583333333333333,0.5166666666666667,0.8450472699208953,0.5333333333333333
2,FBCSP 4-40Hz subject-zscored,GroupKFold5,20,4,12,4,180,0.7444444444444445,0.5833333333333334,0.8396835809376808,0.6824691358024692
2,FBCSP 4-40Hz subject-zscored,GroupKFold5,20,5,12,4,180,0.7708333333333334,0.5555555555555556,0.847018697286077,0.5549654150197628
2,FBCSP 4-40Hz LOSO,LOSO,106,1,12,1,45,0.6427361287590004,0.5555555555555556,0.7013487911472798,0.6620553359683794
2,FBCSP 4-40Hz LOSO,LOSO,106,2,12,1,45,0.6484540448962304,0.8444444444444444,0.7136301822070084,0.9644268774703557
2,FBCSP 4-40Hz LOSO,LOSO,106,3,12,1,45,0.6594663278271918,0.4444444444444444,0.7156673627706374,0.4743083003952569
2,FBCSP 4-40Hz LOSO,LOSO,106,4,12,1,45,0.6526895383312156,0.6,0.7231870797361981,0.841897233201581
2,FBCSP 4-40Hz LOSO,LOSO,106,5,12,1,45,0.6520542143159678,0.4666666666666667,0.7078339127114898,0.501984126984127
2,FBCSP 4-40Hz LOSO,LOSO,106,6,12,1,45,0.6476069462092334,0.4888888888888889,0.7108850304839269,0.46825396825396826
2,FBCSP 4-40Hz LOSO,LOSO,106,7,12,1,45,0.6501482422702245,0.8222222222222222,0.7082944017452834,0.9683794466403163
2,FBCSP 4-40Hz LOSO,LOSO,106,8,12,1,45,0.6573485811096993,0.6222222222222222,0.717416386593293,0.6719367588932806
2,FBCSP 4-40Hz LOSO,LOSO,106,9,12,1,45,0.6493011435832274,0.5333333333333333,0.7115221044575264,0.5992063492063493
2,FBCSP 4-40Hz LOSO,LOSO,106,10,12,1,45,0.6592545531554426,0.5111111111111111,0.7183784987264801,0.5714285714285714
2,FBCSP 4-40Hz LOSO,LOSO,106,11,12,1,45,0.6437950021177468,0.5333333333333333,0.6998955844044006,0.49604743083003955
2,FBCSP 4-40Hz LOSO,LOSO,106,12,12,1,45,0.6556543837357052,0.5111111111111111,0.7175983603263272,0.7023809523809524
2,FBCSP 4-40Hz LOSO,LOSO,106,13,12,1,45,0.6461245235069886,0.5777777777777777,0.7068354539387285,0.8142292490118577
2,FBCSP 4-40Hz LOSO,LOSO,106,14,12,1,45,0.6598898771706904,0.6666666666666666,0.7201321100706748,0.7509881422924901
2,FBCSP 4-40Hz LOSO,LOSO,106,15,12,1,45,0.6609487505294367,0.5555555555555556,0.7129620659217636,0.8280632411067194
2,FBCSP 4-40Hz LOSO,LOSO,106,16,12,1,45,0.64570097416349,0.6,0.7053507305649591,0.7015810276679841
2,FBCSP 4-40Hz LOSO,LOSO,106,17,12,1,45,0.6526895383312156,0.6,0.712562344363352,0.5138339920948616
2,FBCSP 4-40Hz LOSO,LOSO,106,18,12,1,45,0.6486658195679796,0.4444444444444444,0.7121609404796013,0.4762845849802371
2,FBCSP 4-40Hz LOSO,LOSO,106,19,12,1,45,0.6378653113087674,0.6444444444444445,0.7005445040079801,0.8557312252964427
2,FBCSP 4-40Hz LOSO,LOSO,106,20,12,1,45,0.6596781024989411,0.6222222222222222,0.7161732940070471,0.6264822134387351
2,FBCSP 4-40Hz LOSO,LOSO,106,21,12,1,45,0.6450656501482422,0.5555555555555556,0.7041404067262524,0.6349206349206349
2,FBCSP 4-40Hz LOSO,LOSO,106,22,12,1,45,0.6486658195679796,0.6,0.7093772207547512,0.5434782608695652
2,FBCSP 4-40Hz LOSO,LOSO,106,23,12,1,45,0.6429479034307497,0.6888888888888889,0.7087496458902548,0.7806324110671936
2,FBCSP 4-40Hz LOSO,LOSO,106,24,12,1,45,0.643159678102499,0.5777777777777777,0.7088904824450374,0.5612648221343873
2,FBCSP 4-40Hz LOSO,LOSO,106,25,12,1,45,0.6539601863617112,0.7111111111111111,0.7181168017651036,0.8517786561264822
2,FBCSP 4-40Hz LOSO,LOSO,106,26,12,1,45,0.6452774248199915,0.6888888888888889,0.7040991431346084,0.7698412698412699
2,FBCSP 4-40Hz LOSO,LOSO,106,27,12,1,45,0.6416772554002541,0.6,0.7056606887841144,0.6146245059288538
2,FBCSP 4-40Hz LOSO,LOSO,106,28,12,1,45,0.6357475645912749,0.4444444444444444,0.700857775352957,0.4130434782608695
2,FBCSP 4-40Hz LOSO,LOSO,106,29,12,1,45,0.6548072850487082,0.8222222222222222,0.7115978456658556,0.9940711462450593
2,FBCSP 4-40Hz LOSO,LOSO,106,30,12,1,45,0.6529013130029648,0.6222222222222222,0.7116659888075199,0.6031746031746031
2,FBCSP 4-40Hz LOSO,LOSO,106,31,12,1,45,0.6463362981787378,0.8222222222222222,0.7031210277587954,0.9130434782608695
2,FBCSP 4-40Hz LOSO,LOSO,106,32,12,1,45,0.6461245235069886,0.7333333333333333,0.7089860906183798,0.9345238095238095
2,FBCSP 4-40Hz LOSO,LOSO,106,33,12,1,45,0.644853875476493,0.6666666666666666,0.7028961872160865,0.9347826086956521
2,FBCSP 4-40Hz LOSO,LOSO,106,34,12,1,45,0.65713680643795,0.8222222222222222,0.7171300974273886,0.9285714285714285
2,FBCSP 4-40Hz LOSO,LOSO,106,35,12,1,45,0.652265988987717,0.6888888888888889,0.7095853359185063,0.8122529644268774
2,FBCSP 4-40Hz LOSO,LOSO,106,36,12,1,45,0.65713680643795,0.3111111111111111,0.7188527560693807,0.2233201581027668
2,FBCSP 4-40Hz LOSO,LOSO,106,37,12,1,45,0.6429479034307497,0.5111111111111111,0.7053334481546067,0.5671936758893281
2,FBCSP 4-40Hz LOSO,LOSO,106,38,12,1,45,0.6584074544684456,0.6222222222222222,0.7189856975751183,0.5553359683794467
2,FBCSP 4-40Hz LOSO,LOSO,106,39,12,1,45,0.6454891994917408,0.4444444444444444,0.7085988575283285,0.43280632411067194
2,FBCSP 4-40Hz LOSO,LOSO,106,40,12,1,45,0.6490893689114782,0.5111111111111111,0.7129742193465418,0.6011904761904763
2,FBCSP 4-40Hz LOSO,LOSO,106,41,12,1,45,0.6412537060567556,0.6888888888888889,0.7020689744257229,0.7380952380952381
2,FBCSP 4-40Hz LOSO,LOSO,106,42,12,1,45,0.6423125794155019,0.8666666666666667,0.7041492243135204,0.9881422924901185
2,FBCSP 4-40Hz LOSO,LOSO,106,43,12,1,45,0.6503600169419738,0.7555555555555555,0.7101505593948918,0.8952569169960476
2,FBCSP 4-40Hz LOSO,LOSO,106,44,12,1,45,0.6471833968657349,0.7777777777777778,0.7079042677423111,0.8142292490118577
2,FBCSP 4-40Hz LOSO,LOSO,106,45,12,1,45,0.6416772554002541,0.6444444444444445,0.702900493013843,0.6877470355731227
2,FBCSP 4-40Hz LOSO,LOSO,106,46,12,1,45,0.6598898771706904,0.6444444444444445,0.7138406280723661,0.816205533596838
2,FBCSP 4-40Hz LOSO,LOSO,106,47,12,1,45,0.6651842439644219,0.5333333333333333,0.7220662079710137,0.5932539682539684
2,FBCSP 4-40Hz LOSO,LOSO,106,48,12,1,45,0.6516306649724692,0.7555555555555555,0.7107593924974842,0.8774703557312252
2,FBCSP 4-40Hz LOSO,LOSO,106,49,12,1,45,0.6459127488352393,0.8222222222222222,0.7078473164115482,0.8695652173913043
2,FBCSP 4-40Hz LOSO,LOSO,106,50,12,1,45,0.65713680643795,0.6222222222222222,0.7172845486447502,0.6778656126482214
2,FBCSP 4-40Hz LOSO,LOSO,106,51,12,1,45,0.6444303261329944,0.6,0.70713811695573,0.6944444444444444
2,FBCSP 4-40Hz LOSO,LOSO,106,52,12,1,45,0.6469716221939856,0.6666666666666666,0.7047520049171849,0.8293650793650793
2,FBCSP 4-40Hz LOSO,LOSO,106,53,12,1,45,0.6495129182549767,0.5555555555555556,0.7111544524893714,0.6996047430830039
2,FBCSP 4-40Hz LOSO,LOSO,106,54,12,1,45,0.6349004659042778,0.6888888888888889,0.6989596116170423,0.8932806324110671
2,FBCSP 4-40Hz LOSO,LOSO,106,55,12,1,45,0.6461245235069886,0.7555555555555555,0.7091146562179307,0.9782608695652174
2,FBCSP 4-40Hz LOSO,LOSO,106,56,12,1,45,0.654595510376959,0.7111111111111111,0.7144848333383269,0.790513833992095
2,FBCSP 4-40Hz LOSO,LOSO,106,57,12,1,45,0.6410419313850063,0.5333333333333333,0.7006547096738545,0.5972222222222222
2,FBCSP 4-40Hz LOSO,LOSO,106,58,12,1,45,0.6624311732316814,0.5555555555555556,0.7190964852210858,0.5813492063492063
2,FBCSP 4-40Hz LOSO,LOSO,106,59,12,1,45,0.6399830580262601,0.6,0.7007474630515933,0.5218253968253967
2,FBCSP 4-40Hz LOSO,LOSO,106,60,12,1,45,0.656289707750953,0.7777777777777778,0.7177560334991065,0.8379446640316206
2,FBCSP 4-40Hz LOSO,LOSO,106,61,12,1,45,0.6565014824227022,0.6666666666666666,0.7171784894319658,0.8972332015810277
2,FBCSP 4-40Hz LOSO,LOSO,106,62,12,1,45,0.6452774248199915,0.9333333333333333,0.7029663358378724,0.9881422924901186
2,FBCSP 4-40Hz LOSO,LOSO,106,63,12,1,45,0.6548072850487082,0.5333333333333333,0.7111743669576271,0.5790513833992095
2,FBCSP 4-40Hz LOSO,LOSO,106,64,12,1,45,0.6560779330792037,0.5333333333333333,0.7235693986953433,0.5592885375494071
2,FBCSP 4-40Hz LOSO,LOSO,106,65,12,1,45,0.6577721304531978,0.7555555555555555,0.7095236907735147,0.8849206349206349
2,FBCSP 4-40Hz LOSO,LOSO,106,66,12,1,45,0.6473951715374842,0.4,0.7048098105488194,0.45256916996047425
2,FBCSP 4-40Hz LOSO,LOSO,106,67,12,1,45,0.6395595086827616,0.4666666666666667,0.7054169327161881,0.575098814229249
2,FBCSP 4-40Hz LOSO,LOSO,106,68,12,1,45,0.6543837357052097,0.5333333333333333,0.7164687449597108,0.6660079051383399
2,FBCSP 4-40Hz LOSO,LOSO,106,69,12,1,45,0.654595510376959,0.6,0.7154582922865251,0.7956349206349207
2,FBCSP 4-40Hz LOSO,LOSO,106,70,12,1,45,0.650571791613723,0.5777777777777777,0.7071322681305534,0.8181818181818181
2,FBCSP 4-40Hz LOSO,LOSO,106,71,12,1,45,0.6313002964845404,0.7111111111111111,0.7017422647989169,0.8853754940711462
2,FBCSP 4-40Hz LOSO,LOSO,106,72,12,1,45,0.644853875476493,0.9333333333333333,0.7061770912927665,0.9881422924901185
2,FBCSP 4-40Hz LOSO,LOSO,106,73,12,1,45,0.6577721304531978,0.7111111111111111,0.7165414397152432,0.7944664031620553
2,FBCSP 4-40Hz LOSO,LOSO,106,74,12,1,45,0.6567132570944515,0.6,0.7197165155372672,0.5853174603174603
2,FBCSP 4-40Hz LOSO,LOSO,106,75,12,1,45,0.6577721304531978,0.7555555555555555,0.7160232708635004,0.8359683794466404
2,FBCSP 4-40Hz LOSO,LOSO,106,76,12,1,45,0.6471833968657349,0.5333333333333333,0.7026825120024113,0.6699604743083004
2,FBCSP 4-40Hz LOSO,LOSO,106,77,12,1,45,0.6537484116899619,0.5333333333333333,0.7163144946923029,0.6408730158730159
2,FBCSP 4-40Hz LOSO,LOSO,106,78,12,1,45,0.6463362981787378,0.5777777777777777,0.7093062642181029,0.6600790513833993
2,FBCSP 4-40Hz LOSO,LOSO,106,79,12,1,45,0.6473951715374842,0.5555555555555556,0.7107636983284585,0.6363636363636364
2,FBCSP 4-40Hz LOSO,LOSO,106,80,12,1,45,0.6372299872935197,0.5777777777777777,0.6982358787774405,0.683794466403162
2,FBCSP 4-40Hz LOSO,LOSO,106,81,12,1,45,0.644006776789496,0.4888888888888889,0.7084564905647582,0.758893280632411
2,FBCSP 4-40Hz LOSO,LOSO,106,82,12,1,45,0.6467598475222364,0.5111111111111111,0.7099062053722003,0.7608695652173914
2,FBCSP 4-40Hz LOSO,LOSO,106,83,12,1,45,0.6442185514612452,0.5777777777777777,0.7065730483327732,0.6462450592885375
2,FBCSP 4-40Hz LOSO,LOSO,106,84,12,1,45,0.6560779330792037,0.6,0.7185030894098904,0.7371541501976284
2,FBCSP 4-40Hz LOSO,LOSO,106,85,12,1,45,0.6590427784836933,0.8888888888888888,0.7140338507466971,0.958498023715415
2,FBCSP 4-40Hz LOSO,LOSO,106,86,12,1,45,0.6526895383312156,0.5333333333333333,0.713871073014873,0.7707509881422926
2,FBCSP 4-40Hz LOSO,LOSO,106,87,12,1,45,0.6359593392630242,0.5111111111111111,0.6980064181998864,0.5375494071146245
2,FBCSP 4-40Hz LOSO,LOSO,106,89,12,1,45,0.64570097416349,0.5333333333333333,0.7056273312807986,0.5813492063492063
2,FBCSP 4-40Hz LOSO,LOSO,106,90,12,1,45,0.6444303261329944,0.5777777777777777,0.7031077514466247,0.6027667984189724
2,FBCSP 4-40Hz LOSO,LOSO,106,91,12,1,45,0.6404066073697586,0.6222222222222222,0.704698038353113,0.6996047430830039
2,FBCSP 4-40Hz LOSO,LOSO,106,93,12,1,45,0.6467598475222364,0.8,0.709247956540148,0.8458498023715415
2,FBCSP 4-40Hz LOSO,LOSO,106,94,12,1,45,0.6387124099957645,0.6888888888888889,0.702610786788347,0.9525691699604742
2,FBCSP 4-40Hz LOSO,LOSO,106,95,12,1,45,0.6425243540872512,0.5111111111111111,0.7083143160599081,0.6047430830039526
2,FBCSP 4-40Hz LOSO,LOSO,106,96,12,1,45,0.6452774248199915,0.6222222222222222,0.7045607368655227,0.6225296442687747
2,FBCSP 4-40Hz LOSO,LOSO,106,97,12,1,45,0.6414654807285048,0.4888888888888889,0.7058535526419658,0.7154150197628458
2,FBCSP 4-40Hz LOSO,LOSO,106,98,12,1,45,0.6531130876747141,0.5333333333333333,0.7126943888278902,0.5770750988142292
2,FBCSP 4-40Hz LOSO,LOSO,106,99,12,1,45,0.6586192291401949,0.5555555555555556,0.7175654759907762,0.5652173913043478
2,FBCSP 4-40Hz LOSO,LOSO,106,101,12,1,45,0.6380770859805167,0.5111111111111111,0.6985921906220077,0.616600790513834
2,FBCSP 4-40Hz LOSO,LOSO,106,102,12,1,45,0.6488775942397289,0.7111111111111111,0.7094245848954679,0.733201581027668
2,FBCSP 4-40Hz LOSO,LOSO,106,103,12,1,45,0.6594663278271918,0.6666666666666666,0.7164445246604807,0.7391304347826088
2,FBCSP 4-40Hz LOSO,LOSO,106,104,12,1,42,0.6493121693121693,0.5,0.721473284806298,0.5102040816326531
2,FBCSP 4-40Hz LOSO,LOSO,106,105,12,1,45,0.6573485811096993,0.5777777777777777,0.7181570109151973,0.5671936758893281
2,FBCSP 4-40Hz LOSO,LOSO,106,106,12,1,45,0.6558661584074544,0.6444444444444445,0.7130913767884403,0.6845238095238095
2,FBCSP 4-40Hz LOSO,LOSO,106,107,12,1,45,0.6533248623464634,0.4888888888888889,0.7116613242275949,0.5813492063492063
2,FBCSP 4-40Hz LOSO,LOSO,106,108,12,1,45,0.6577721304531978,0.7777777777777778,0.7160374442237905,0.8438735177865613
2,FBCSP 4-40Hz LOSO,LOSO,106,109,12,1,45,0.6605252011859382,0.4888888888888889,0.7258012371992221,0.5039525691699606
2,FBCSP 4-40Hz,GroupKFold5,106,1,12,22,987,0.6563492063492063,0.6393110435663627,0.7188717881524485,0.7099371740647968
2,FBCSP 4-40Hz,GroupKFold5,106,2,12,21,945,0.6428571428571429,0.6656084656084656,0.7093695615561668,0.7218200388843593
2,FBCSP 4-40Hz,GroupKFold5,106,3,12,21,945,0.6533228676085819,0.5788359788359788,0.7158114655039973,0.6284245041300102
2,FBCSP 4-40Hz,GroupKFold5,106,4,12,21,945,0.6622187336473051,0.6402116402116402,0.7219712004942598,0.7090712820374998
2,FBCSP 4-40Hz,GroupKFold5,106,5,12,21,945,0.6632653061224489,0.6201058201058202,0.7253144746660825,0.6626299283154122
2,FBCSP 4-40Hz,StratifiedKFold5,106,1,12,106,954,0.6407028586414897,0.6194968553459119,0.6960180341599083,0.6610699168838703
2,FBCSP 4-40Hz,StratifiedKFold5,106,2,12,106,954,0.6467348544453186,0.59958071278826,0.7055053383798752,0.6521473498217685
2,FBCSP 4-40Hz,StratifiedKFold5,106,3,12,106,953,0.6518091242789722,0.5907660020986358,0.7121973621973623,0.619754043482857
2,FBCSP 4-40Hz,StratifiedKFold5,106,4,12,106,953,0.6379129522810697,0.6526757607555089,0.7019189519189519,0.6941356284576623
2,FBCSP 4-40Hz,StratifiedKFold5,106,5,12,106,953,0.631882538017829,0.6012591815320042,0.6932974182974182,0.6437682793614996
2,FBCSP 4-40Hz,within-subject StratifiedKFold5,106,1,12,1,45,1.0,0.6444444444444444,1.0,0.74
2,FBCSP 4-40Hz,within-subject StratifiedKFold5,106,2,12,1,45,1.0,0.8,1.0,0.8800000000000001
2,FBCSP 4-40Hz,within-subject StratifiedKFold5,106,3,12,1,45,1.0,0.44444444444444436,1.0,0.42000000000000004
2,FBCSP 4-40Hz,within-subject StratifiedKFold5,106,4,12,1,45,1.0,0.6666666666666666,1.0,0.74
2,FBCSP 4-40Hz,within-subject StratifiedKFold5,106,5,12,1,45,1.0,0.4666666666666666,1.0,0.45
2,FBCSP 4-40Hz,within-subject StratifiedKFold5,106,6,12,1,45,1.0,0.3555555555555555,1.0,0.25
2,FBCSP 4-40Hz,within-subject StratifiedKFold5,106,7,12,1,45,1.0,0.9555555555555555,1.0,0.9800000000000001
2,FBCSP 4-40Hz,within-subject StratifiedKFold5,106,8,12,1,45,1.0,0.39999999999999997,1.0,0.44000000000000006
2,FBCSP 4-40Hz,within-subject StratifiedKFold5,106,9,12,1,45,1.0,0.37777777777777777,1.0,0.41
2,FBCSP 4-40Hz,within-subject StratifiedKFold5,106,10,12,1,45,1.0,0.4444444444444445,1.0,0.35
2,FBCSP 4-40Hz,within-subject StratifiedKFold5,106,11,12,1,45,1.0,0.48888888888888893,1.0,0.37
2,FBCSP 4-40Hz,within-subject StratifiedKFold5,106,12,12,1,45,1.0,0.4888888888888888,1.0,0.4
2,FBCSP 4-40Hz,within-subject StratifiedKFold5,106,13,12,1,45,1.0,0.5777777777777777,1.0,0.5900000000000001
2,FBCSP 4-40Hz,within-subject StratifiedKFold5,106,14,12,1,45,1.0,0.5555555555555556,1.0,0.6
2,FBCSP 4-40Hz,within-subject StratifiedKFold5,106,15,12,1,45,1.0,0.6666666666666666,1.0,0.73
2,FBCSP 4-40Hz,within-subject StratifiedKFold5,106,16,12,1,45,1.0,0.4444444444444445,1.0,0.38
2,FBCSP 4-40Hz,within-subject StratifiedKFold5,106,17,12,1,45,1.0,0.3777777777777778,1.0,0.38999999999999996
2,FBCSP 4-40Hz,within-subject StratifiedKFold5,106,18,12,1,45,1.0,0.4222222222222222,1.0,0.49000000000000005
2,FBCSP 4-40Hz,within-subject StratifiedKFold5,106,19,12,1,45,1.0,0.6222222222222221,1.0,0.64
2,FBCSP 4-40Hz,within-subject StratifiedKFold5,106,20,12,1,45,1.0,0.4666666666666666,1.0,0.61
2,FBCSP 4-40Hz,within-subject StratifiedKFold5,106,21,12,1,45,1.0,0.4444444444444445,1.0,0.43
2,FBCSP 4-40Hz,within-subject StratifiedKFold5,106,22,12,1,45,1.0,0.5555555555555556,1.0,0.5599999999999999
2,FBCSP 4-40Hz,within-subject StratifiedKFold5,106,23,12,1,45,1.0,0.5333333333333333,1.0,0.52
2,FBCSP 4-40Hz,within-subject StratifiedKFold5,106,24,12,1,45,1.0,0.4444444444444445,1.0,0.53
2,FBCSP 4-40Hz,within-subject StratifiedKFold5,106,25,12,1,45,1.0,0.4444444444444445,1.0,0.41999999999999993
2,FBCSP 4-40Hz,within-subject StratifiedKFold5,106,26,12,1,45,1.0,0.5777777777777777,1.0,0.53
2,FBCSP 4-40Hz,within-subject StratifiedKFold5,106,27,12,1,45,1.0,0.3555555555555555,1.0,0.37
2,FBCSP 4-40Hz,within-subject StratifiedKFold5,106,28,12,1,45,1.0,0.5111111111111111,1.0,0.51
2,FBCSP 4-40Hz,within-subject StratifiedKFold5,106,29,12,1,45,1.0,0.9777777777777779,1.0,1.0
2,FBCSP 4-40Hz,within-subject StratifiedKFold5,106,30,12,1,45,1.0,0.48888888888888893,1.0,0.5599999999999999
2,FBCSP 4-40Hz,within-subject StratifiedKFold5,106,31,12,1,45,1.0,0.6222222222222222,1.0,0.7000000000000001
2,FBCSP 4-40Hz,within-subject StratifiedKFold5,106,32,12,1,45,1.0,0.5777777777777778,1.0,0.77
2,FBCSP 4-40Hz,within-subject StratifiedKFold5,106,33,12,1,45,1.0,0.5555555555555556,1.0,0.52
2,FBCSP 4-40Hz,within-subject StratifiedKFold5,106,34,12,1,45,1.0,0.5333333333333334,1.0,0.6300000000000001
2,FBCSP 4-40Hz,within-subject StratifiedKFold5,106,35,12,1,45,1.0,0.48888888888888893,1.0,0.44000000000000006
2,FBCSP 4-40Hz,within-subject StratifiedKFold5,106,36,12,1,45,1.0,0.4444444444444445,1.0,0.48
2,FBCSP 4-40Hz,within-subject StratifiedKFold5,106,37,12,1,45,1.0,0.4222222222222222,1.0,0.35
2,FBCSP 4-40Hz,within-subject StratifiedKFold5,106,38,12,1,45,1.0,0.5333333333333334,1.0,0.47000000000000003
2,FBCSP 4-40Hz,within-subject StratifiedKFold5,106,39,12,1,45,1.0,0.5555555555555556,1.0,0.61
2,FBCSP 4-40Hz,within-subject StratifiedKFold5,106,40,12,1,45,1.0,0.6222222222222222,1.0,0.67
2,FBCSP 4-40Hz,within-subject StratifiedKFold5,106,41,12,1,45,1.0,0.5111111111111111,1.0,0.51
2,FBCSP 4-40Hz,within-subject StratifiedKFold5,106,42,12,1,45,1.0,0.7333333333333333,1.0,0.76
2,FBCSP 4-40Hz,within-subject StratifiedKFold5,106,43,12,1,45,1.0,0.5333333333333332,1.0,0.74
