stage,method,cv,n_subjects,fold,n_features,n_test_subjects,n_test_epochs,train_acc,test_acc,train_auc,test_auc
3,Riemannian TS 1-35Hz,LOSO,106,63,2080,1,45,0.9576450656501483,0.4666666666666667,0.9901920346791627,0.4347826086956522
3,Riemannian TS 1-35Hz,LOSO,106,64,2080,1,45,0.9519271495129182,0.5777777777777777,0.9882747744838425,0.6877470355731226
3,Riemannian TS 1-35Hz,LOSO,106,65,2080,1,45,0.9555273189326556,0.6,0.9886613032369853,0.6468253968253969
3,Riemannian TS 1-35Hz,LOSO,106,66,2080,1,45,0.9521389241846675,0.5777777777777777,0.9884307704010721,0.5474308300395258
3,Riemannian TS 1-35Hz,LOSO,106,67,2080,1,45,0.9538331215586616,0.5111111111111111,0.9890786185530721,0.5454545454545455
3,Riemannian TS 1-35Hz,LOSO,106,68,2080,1,45,0.9519271495129182,0.6,0.9881198535228067,0.6561264822134387
3,Riemannian TS 1-35Hz,LOSO,106,69,2080,1,45,0.950021177467175,0.5777777777777777,0.987861327779852,0.7261904761904762
3,Riemannian TS 1-35Hz,LOSO,106,70,2080,1,45,0.9504447268106735,0.5777777777777777,0.9871248477485077,0.8043478260869565
3,Riemannian TS 1-35Hz,LOSO,106,71,2080,1,45,0.951715374841169,0.5777777777777777,0.9880705158762269,0.6304347826086957
3,Riemannian TS 1-35Hz,LOSO,106,72,2080,1,45,0.9506565014824228,0.6444444444444445,0.9875471780032319,0.7984189723320159
3,Riemannian TS 1-35Hz,LOSO,106,73,2080,1,45,0.9527742481999153,0.6,0.9890871349939361,0.6106719367588933
3,Riemannian TS 1-35Hz,LOSO,106,74,2080,1,45,0.9491740787801779,0.5555555555555556,0.9876968116340363,0.5694444444444444
3,Riemannian TS 1-35Hz,LOSO,106,75,2080,1,45,0.9563744176196527,0.6222222222222222,0.989759119256627,0.5968379446640317
3,Riemannian TS 1-35Hz,LOSO,106,76,2080,1,45,0.9512918254976704,0.5111111111111111,0.9883987455775869,0.5909090909090909
3,Riemannian TS 1-35Hz,LOSO,106,77,2080,1,45,0.9512918254976704,0.5111111111111111,0.9891668006269342,0.5019841269841271
3,Riemannian TS 1-35Hz,LOSO,106,78,2080,1,45,0.9534095722151631,0.5555555555555556,0.9880530258993735,0.5079051383399209
3,Riemannian TS 1-35Hz,LOSO,106,79,2080,1,45,0.952562473528166,0.5333333333333333,0.9887947925280198,0.5434782608695652
3,Riemannian TS 1-35Hz,LOSO,106,80,2080,1,45,0.9546802202456586,0.4444444444444444,0.9890471269564468,0.48023715415019763
3,Riemannian TS 1-35Hz,LOSO,106,81,2080,1,45,0.9502329521389242,0.7333333333333333,0.9872271112341462,0.8715415019762845
3,Riemannian TS 1-35Hz,LOSO,106,82,2080,1,45,0.9523506988564168,0.6222222222222222,0.9890049660200794,0.6798418972332015
3,Riemannian TS 1-35Hz,LOSO,106,83,2080,1,45,0.9540448962304109,0.6222222222222222,0.9888328273682923,0.5711462450592886
3,Riemannian TS 1-35Hz,LOSO,106,84,2080,1,45,0.9523506988564168,0.5333333333333333,0.9890460505070076,0.4841897233201581
3,Riemannian TS 1-35Hz,LOSO,106,85,2080,1,45,0.9493858534519272,0.7111111111111111,0.9871934810221963,0.8142292490118578
3,Riemannian TS 1-35Hz,LOSO,106,86,2080,1,45,0.9538331215586616,0.6,0.9880985037775594,0.7075098814229249
3,Riemannian TS 1-35Hz,LOSO,106,87,2080,1,45,0.9557390936044049,0.5777777777777777,0.9893915089372006,0.5197628458498024
3,Riemannian TS 1-35Hz,LOSO,106,89,2080,1,45,0.952562473528166,0.5777777777777777,0.9883121773702929,0.623015873015873
3,Riemannian TS 1-35Hz,LOSO,106,90,2080,1,45,0.9527742481999153,0.7555555555555555,0.9880434250230138,0.7727272727272727
3,Riemannian TS 1-35Hz,LOSO,106,91,2080,1,45,0.9506565014824228,0.6,0.9874607025644991,0.8399209486166008
3,Riemannian TS 1-35Hz,LOSO,106,93,2080,1,45,0.9538331215586616,0.5333333333333333,0.9885539337050673,0.5395256916996047
3,Riemannian TS 1-35Hz,LOSO,106,94,2080,1,45,0.9498094027954257,0.8,0.9872583285087095,0.8478260869565217
3,Riemannian TS 1-35Hz,LOSO,106,95,2080,1,45,0.9523506988564168,0.6,0.9883289557722807,0.6027667984189723
3,Riemannian TS 1-35Hz,LOSO,106,96,2080,1,45,0.9555273189326556,0.6,0.9887548709337122,0.7075098814229249
3,Riemannian TS 1-35Hz,LOSO,106,97,2080,1,45,0.9512918254976704,0.5777777777777777,0.9888759714956188,0.6146245059288538
3,Riemannian TS 1-35Hz,LOSO,106,98,2080,1,45,0.9557390936044049,0.5777777777777777,0.9887893173157657,0.6304347826086956
3,Riemannian TS 1-35Hz,LOSO,106,99,2080,1,45,0.9538331215586616,0.5333333333333333,0.9882420314767009,0.5652173913043479
3,Riemannian TS 1-35Hz,LOSO,106,101,2080,1,45,0.952562473528166,0.5555555555555556,0.9880680041414918,0.575098814229249
3,Riemannian TS 1-35Hz,LOSO,106,102,2080,1,45,0.9534095722151631,0.6222222222222222,0.9876593090181862,0.7391304347826088
3,Riemannian TS 1-35Hz,LOSO,106,103,2080,1,45,0.9536213468869124,0.4444444444444444,0.9887851044083277,0.41699604743083
3,Riemannian TS 1-35Hz,LOSO,106,104,2080,1,42,0.9544973544973545,0.5,0.9897547798365293,0.5215419501133787
3,Riemannian TS 1-35Hz,LOSO,106,105,2080,1,45,0.9555273189326556,0.4444444444444444,0.9892572140053247,0.5573122529644269
3,Riemannian TS 1-35Hz,LOSO,106,106,2080,1,45,0.9504447268106735,0.6444444444444445,0.9882219356894365,0.6587301587301587
3,Riemannian TS 1-35Hz,LOSO,106,107,2080,1,45,0.9538331215586616,0.5111111111111111,0.9884011632027077,0.494047619047619
3,Riemannian TS 1-35Hz,LOSO,106,108,2080,1,45,0.9534095722151631,0.6,0.9885997742668111,0.6225296442687747
3,Riemannian TS 1-35Hz,LOSO,106,109,2080,1,45,0.950021177467175,0.4888888888888889,0.9880793989106331,0.5474308300395258
3,Riemannian TS 7-30Hz,LOSO,106,1,2080,1,45,0.9398559932232105,0.6,0.9845211952894574,0.7509881422924901
3,Riemannian TS 7-30Hz,LOSO,106,2,2080,1,45,0.9387971198644642,0.7111111111111111,0.9847770314395,0.8201581027667985
3,Riemannian TS 7-30Hz,LOSO,106,3,2080,1,45,0.941126641253706,0.4222222222222222,0.9854907174176695,0.45849802371541504
3,Riemannian TS 7-30Hz,LOSO,106,4,2080,1,45,0.9453621346886912,0.4888888888888889,0.9869448212017482,0.5731225296442688
3,Riemannian TS 7-30Hz,LOSO,106,5,2080,1,45,0.9419737399407031,0.5777777777777777,0.9870865292425695,0.5376984126984127
3,Riemannian TS 7-30Hz,LOSO,106,6,2080,1,45,0.9426090639559509,0.4,0.9860143335364819,0.5198412698412699
3,Riemannian TS 7-30Hz,LOSO,106,7,2080,1,45,0.9351969504447268,0.5555555555555556,0.9841580730119772,0.7806324110671936
3,Riemannian TS 7-30Hz,LOSO,106,8,2080,1,45,0.9426090639559509,0.6,0.9858000870854315,0.6027667984189724
3,Riemannian TS 7-30Hz,LOSO,106,9,2080,1,45,0.9419737399407031,0.4666666666666667,0.9858765490217748,0.46031746031746035
3,Riemannian TS 7-30Hz,LOSO,106,10,2080,1,45,0.940279542566709,0.6222222222222222,0.9849705440748084,0.6249999999999999
3,Riemannian TS 7-30Hz,LOSO,106,11,2080,1,45,0.9428208386277002,0.4888888888888889,0.9859650728038637,0.5158102766798419
3,Riemannian TS 7-30Hz,LOSO,106,12,2080,1,45,0.945150360016942,0.4222222222222222,0.9872273669343958,0.5674603174603174
3,Riemannian TS 7-30Hz,LOSO,106,13,2080,1,45,0.9364675984752223,0.7777777777777778,0.9836315098279833,0.8814229249011858
3,Riemannian TS 7-30Hz,LOSO,106,14,2080,1,45,0.9443032613299449,0.5111111111111111,0.9870430369599973,0.48023715415019763
3,Riemannian TS 7-30Hz,LOSO,106,15,2080,1,45,0.9407030919102075,0.6666666666666666,0.9847759549900608,0.7806324110671936
3,Riemannian TS 7-30Hz,LOSO,106,16,2080,1,45,0.9438797119864464,0.5333333333333333,0.9865360253627797,0.5652173913043478
3,Riemannian TS 7-30Hz,LOSO,106,17,2080,1,45,0.941126641253706,0.5555555555555556,0.9852842185335887,0.6047430830039526
3,Riemannian TS 7-30Hz,LOSO,106,18,2080,1,45,0.9443032613299449,0.4,0.9867410905629282,0.4466403162055336
3,Riemannian TS 7-30Hz,LOSO,106,19,2080,1,45,0.9392206692079628,0.6,0.9841259589370421,0.7529644268774703
3,Riemannian TS 7-30Hz,LOSO,106,20,2080,1,45,0.9398559932232105,0.6222222222222222,0.9849758157692666,0.5474308300395256
3,Riemannian TS 7-30Hz,LOSO,106,21,2080,1,45,0.9449385853451927,0.4666666666666667,0.9867140205252279,0.48611111111111105
3,Riemannian TS 7-30Hz,LOSO,106,22,2080,1,45,0.9417619652689538,0.5777777777777777,0.9860069463818192,0.6541501976284585
3,Riemannian TS 7-30Hz,LOSO,106,23,2080,1,45,0.9432443879711987,0.6,0.98599510534664,0.6778656126482213
3,Riemannian TS 7-30Hz,LOSO,106,24,2080,1,45,0.9419737399407031,0.5111111111111111,0.9856086570167015,0.6304347826086957
3,Riemannian TS 7-30Hz,LOSO,106,25,2080,1,45,0.9419737399407031,0.5333333333333333,0.9856825737817593,0.5375494071146245
3,Riemannian TS 7-30Hz,LOSO,106,26,2080,1,45,0.9396442185514613,0.7333333333333333,0.9843600223253971,0.7797619047619048
3,Riemannian TS 7-30Hz,LOSO,106,27,2080,1,45,0.9390088945362135,0.4666666666666667,0.985592441889671,0.4683794466403162
3,Riemannian TS 7-30Hz,LOSO,106,28,2080,1,45,0.9470563320626854,0.5111111111111111,0.9878670653626935,0.42292490118577075
3,Riemannian TS 7-30Hz,LOSO,106,29,2080,1,45,0.936255823803473,0.7777777777777778,0.9837023760827286,0.9466403162055337
3,Riemannian TS 7-30Hz,LOSO,106,30,2080,1,45,0.9413384159254553,0.4666666666666667,0.9858964631899161,0.5376984126984127
3,Riemannian TS 7-30Hz,LOSO,106,31,2080,1,45,0.9368911478187208,0.8888888888888888,0.9836591920431115,0.9288537549407114
3,Riemannian TS 7-30Hz,LOSO,106,32,2080,1,45,0.9426090639559509,0.5333333333333333,0.9850762281764371,0.7658730158730158
3,Riemannian TS 7-30Hz,LOSO,106,33,2080,1,45,0.9400677678949597,0.7777777777777778,0.984624175619138,0.8241106719367589
3,Riemannian TS 7-30Hz,LOSO,106,34,2080,1,45,0.9379500211774672,0.8,0.9841675110947807,0.863095238095238
3,Riemannian TS 7-30Hz,LOSO,106,35,2080,1,45,0.9396442185514613,0.5111111111111111,0.9850406461473487,0.7233201581027668
3,Riemannian TS 7-30Hz,LOSO,106,36,2080,1,45,0.945150360016942,0.5333333333333333,0.9855203197772466,0.5454545454545454
3,Riemannian TS 7-30Hz,LOSO,106,37,2080,1,45,0.9466327827191868,0.5111111111111111,0.987118667786174,0.5810276679841897
3,Riemannian TS 7-30Hz,LOSO,106,38,2080,1,45,0.9423972892842016,0.4444444444444444,0.9862488966393248,0.4565217391304348
3,Riemannian TS 7-30Hz,LOSO,106,39,2080,1,45,0.9400677678949597,0.6444444444444445,0.9851448183312163,0.6403162055335969
3,Riemannian TS 7-30Hz,LOSO,106,40,2080,1,45,0.9398559932232105,0.4444444444444444,0.985489950109369,0.5
3,Riemannian TS 7-30Hz,LOSO,106,41,2080,1,45,0.9430326132994494,0.4888888888888889,0.9865882562741741,0.5932539682539681
3,Riemannian TS 7-30Hz,LOSO,106,42,2080,1,45,0.938585345192715,0.7333333333333333,0.983989305751137,0.875494071146245
3,Riemannian TS 7-30Hz,LOSO,106,43,2080,1,45,0.9381617958492164,0.7333333333333333,0.9847883341586112,0.774703557312253
3,Riemannian TS 7-30Hz,LOSO,106,44,2080,1,45,0.9404913172384582,0.5555555555555556,0.9855200286624815,0.5869565217391304
3,Riemannian TS 7-30Hz,LOSO,106,45,2080,1,45,0.9468445573909361,0.5555555555555556,0.9868391497484696,0.5889328063241107
3,Riemannian TS 7-30Hz,LOSO,106,46,2080,1,45,0.9413384159254553,0.4666666666666667,0.9851543269679289,0.5276679841897233
3,Riemannian TS 7-30Hz,LOSO,106,47,2080,1,45,0.9407030919102075,0.5111111111111111,0.9860487796651585,0.6408730158730159
3,Riemannian TS 7-30Hz,LOSO,106,48,2080,1,45,0.9392206692079628,0.6444444444444445,0.9851009277809882,0.6897233201581028
3,Riemannian TS 7-30Hz,LOSO,106,49,2080,1,45,0.9379500211774672,0.6222222222222222,0.9842976526225897,0.7450592885375494
3,Riemannian TS 7-30Hz,LOSO,106,50,2080,1,45,0.9443032613299449,0.4444444444444444,0.9859729667664175,0.466403162055336
3,Riemannian TS 7-30Hz,LOSO,106,51,2080,1,45,0.9445150360016942,0.5111111111111111,0.9869989187144921,0.5119047619047619
3,Riemannian TS 7-30Hz,LOSO,106,52,2080,1,45,0.9417619652689538,0.6,0.9853887416057745,0.5515873015873016
3,Riemannian TS 7-30Hz,LOSO,106,53,2080,1,45,0.9383735705209657,0.6,0.9843330545905811,0.6719367588932805
3,Riemannian TS 7-30Hz,LOSO,106,54,2080,1,45,0.9428208386277002,0.6666666666666666,0.9864500132762097,0.6877470355731226
3,Riemannian TS 7-30Hz,LOSO,106,55,2080,1,45,0.9383735705209657,0.7111111111111111,0.9840791333864382,0.8102766798418972
3,Riemannian TS 7-30Hz,LOSO,106,56,2080,1,45,0.9453621346886912,0.6444444444444445,0.9861117216021925,0.725296442687747
3,Riemannian TS 7-30Hz,LOSO,106,57,2080,1,45,0.9387971198644642,0.7333333333333333,0.9848417299061111,0.7499999999999999
3,Riemannian TS 7-30Hz,LOSO,106,58,2080,1,45,0.9415501905972046,0.4888888888888889,0.9863168136039244,0.5357142857142857
3,Riemannian TS 7-30Hz,LOSO,106,59,2080,1,45,0.9443032613299449,0.5333333333333333,0.9866449488609544,0.4841269841269842
3,Riemannian TS 7-30Hz,LOSO,106,60,2080,1,45,0.941126641253706,0.6,0.9852757863463154,0.83399209486166
3,Riemannian TS 7-30Hz,LOSO,106,61,2080,1,45,0.9371029224904701,0.6666666666666666,0.9838852481692593,0.7747035573122529
3,Riemannian TS 7-30Hz,LOSO,106,62,2080,1,45,0.9379500211774672,0.7111111111111111,0.9838747874012358,0.7984189723320159
3,Riemannian TS 7-30Hz,LOSO,106,63,2080,1,45,0.9449385853451927,0.4222222222222222,0.9864204855649708,0.4762845849802372
3,Riemannian TS 7-30Hz,LOSO,106,64,2080,1,45,0.9468445573909361,0.4222222222222222,0.9876176021012294,0.40711462450592883
3,Riemannian TS 7-30Hz,LOSO,106,65,2080,1,45,0.9375264718339686,0.6888888888888889,0.9850220338609033,0.7202380952380952
3,Riemannian TS 7-30Hz,LOSO,106,66,2080,1,45,0.9443032613299449,0.5777777777777777,0.9868392276272163,0.4960474308300395
3,Riemannian TS 7-30Hz,LOSO,106,67,2080,1,45,0.9426090639559509,0.5111111111111111,0.9856531506034353,0.5276679841897234
3,Riemannian TS 7-30Hz,LOSO,106,68,2080,1,45,0.9426090639559509,0.5111111111111111,0.9867434228880392,0.6442687747035574
3,Riemannian TS 7-30Hz,LOSO,106,69,2080,1,45,0.9415501905972046,0.4666666666666667,0.9861128279356669,0.5
3,Riemannian TS 7-30Hz,LOSO,106,70,2080,1,45,0.9392206692079628,0.5333333333333333,0.9848501131267383,0.6324110671936759
3,Riemannian TS 7-30Hz,LOSO,106,71,2080,1,45,0.9404913172384582,0.6222222222222222,0.9849532736604963,0.790513833992095
3,Riemannian TS 7-30Hz,LOSO,106,72,2080,1,45,0.9383735705209657,0.8,0.9838529544369525,0.8992094861660078
3,Riemannian TS 7-30Hz,LOSO,106,73,2080,1,45,0.9375264718339686,0.6888888888888889,0.9841320588171973,0.7529644268774703
3,Riemannian TS 7-30Hz,LOSO,106,74,2080,1,45,0.9472681067344345,0.5777777777777777,0.9877565541384602,0.4543650793650794
3,Riemannian TS 7-30Hz,LOSO,106,75,2080,1,45,0.940279542566709,0.5111111111111111,0.9847268587151005,0.5968379446640317
3,Riemannian TS 7-30Hz,LOSO,106,76,2080,1,45,0.941126641253706,0.4888888888888889,0.9848080690649962,0.5375494071146245
3,Riemannian TS 7-30Hz,LOSO,106,77,2080,1,45,0.9383735705209657,0.5111111111111111,0.9853340418874619,0.5833333333333334
3,Riemannian TS 7-30Hz,LOSO,106,78,2080,1,45,0.952562473528166,0.4888888888888889,0.9892383761401393,0.3735177865612648
3,Riemannian TS 7-30Hz,LOSO,106,79,2080,1,45,0.9436679373146971,0.5777777777777777,0.987316457226862,0.5098814229249011
3,Riemannian TS 7-30Hz,LOSO,106,80,2080,1,45,0.9387971198644642,0.4666666666666667,0.9854449683165047,0.5177865612648221
3,Riemannian TS 7-30Hz,LOSO,106,81,2080,1,45,0.940279542566709,0.4888888888888889,0.9853431307732895,0.7371541501976284
3,Riemannian TS 7-30Hz,LOSO,106,82,2080,1,45,0.9375264718339686,0.6222222222222222,0.9844975134017955,0.7529644268774704
3,Riemannian TS 7-30Hz,LOSO,106,83,2080,1,45,0.9409148665819568,0.6,0.9846836209957341,0.7371541501976285
3,Riemannian TS 7-30Hz,LOSO,106,84,2080,1,45,0.9417619652689538,0.5333333333333333,0.9863211981599891,0.5098814229249012
3,Riemannian TS 7-30Hz,LOSO,106,85,2080,1,45,0.9379500211774672,0.6888888888888889,0.9838706610117189,0.7905138339920948
3,Riemannian TS 7-30Hz,LOSO,106,86,2080,1,45,0.9387971198644642,0.6222222222222222,0.98461993057924,0.6482213438735178
3,Riemannian TS 7-30Hz,LOSO,106,87,2080,1,45,0.9489623041084286,0.6,0.9870645661148685,0.575098814229249
3,Riemannian TS 7-30Hz,LOSO,106,89,2080,1,45,0.9436679373146971,0.4666666666666667,0.986684777197237,0.4623015873015873
3,Riemannian TS 7-30Hz,LOSO,106,90,2080,1,45,0.9447268106734434,0.4666666666666667,0.9867251231063988,0.4703557312252965
3,Riemannian TS 7-30Hz,LOSO,106,91,2080,1,45,0.9409148665819568,0.5111111111111111,0.9852747757065734,0.6363636363636364
3,Riemannian TS 7-30Hz,LOSO,106,93,2080,1,45,0.9390088945362135,0.6888888888888889,0.9843181051619339,0.8043478260869565
3,Riemannian TS 7-30Hz,LOSO,106,94,2080,1,45,0.9383735705209657,0.7111111111111111,0.984551575512524,0.7845849802371542
3,Riemannian TS 7-30Hz,LOSO,106,95,2080,1,45,0.9436679373146971,0.5111111111111111,0.9856333469683597,0.5592885375494071
3,Riemannian TS 7-30Hz,LOSO,106,96,2080,1,45,0.9457856840321898,0.5555555555555556,0.9870942682655529,0.575098814229249
3,Riemannian TS 7-30Hz,LOSO,106,97,2080,1,45,0.9392206692079628,0.6222222222222222,0.984434720517844,0.6758893280632411
3,Riemannian TS 7-30Hz,LOSO,106,98,2080,1,45,0.9443032613299449,0.4888888888888889,0.987358716011109,0.5059288537549408
3,Riemannian TS 7-30Hz,LOSO,106,99,2080,1,45,0.9449385853451927,0.4444444444444444,0.9871718530699768,0.432806324110672
3,Riemannian TS 7-30Hz,LOSO,106,101,2080,1,45,0.9464210080474376,0.5111111111111111,0.986285031298906,0.5671936758893281
