method,subject,n_test_epochs,test_acc,test_auc
Riemannian TS 1-35Hz,102,45,0.6222222222222222,0.7391304347826088
Riemannian TS 1-35Hz,103,45,0.4444444444444444,0.41699604743083
Riemannian TS 1-35Hz,104,42,0.5,0.5215419501133787
Riemannian TS 1-35Hz,105,45,0.4444444444444444,0.5573122529644269
Riemannian TS 1-35Hz,106,45,0.6444444444444445,0.6587301587301587
Riemannian TS 1-35Hz,107,45,0.5111111111111111,0.494047619047619
Riemannian TS 1-35Hz,108,45,0.6,0.6225296442687747
Riemannian TS 1-35Hz,109,45,0.4888888888888889,0.5474308300395258
Riemannian TS 7-30Hz,1,45,0.6,0.7509881422924901
Riemannian TS 7-30Hz,2,45,0.7111111111111111,0.8201581027667985
Riemannian TS 7-30Hz,3,45,0.4222222222222222,0.45849802371541504
Riemannian TS 7-30Hz,4,45,0.4888888888888889,0.5731225296442688
Riemannian TS 7-30Hz,5,45,0.5777777777777777,0.5376984126984127
Riemannian TS 7-30Hz,6,45,0.4,0.5198412698412699
Riemannian TS 7-30Hz,7,45,0.5555555555555556,0.7806324110671936
Riemannian TS 7-30Hz,8,45,0.6,0.6027667984189724
Riemannian TS 7-30Hz,9,45,0.4666666666666667,0.46031746031746035
Riemannian TS 7-30Hz,10,45,0.6222222222222222,0.6249999999999999
Riemannian TS 7-30Hz,11,45,0.4888888888888889,0.5158102766798419
Riemannian TS 7-30Hz,12,45,0.4222222222222222,0.5674603174603174
Riemannian TS 7-30Hz,13,45,0.7777777777777778,0.8814229249011858
Riemannian TS 7-30Hz,14,45,0.5111111111111111,0.48023715415019763
Riemannian TS 7-30Hz,15,45,0.6666666666666666,0.7806324110671936
Riemannian TS 7-30Hz,16,45,0.5333333333333333,0.5652173913043478
Riemannian TS 7-30Hz,17,45,0.5555555555555556,0.6047430830039526
Riemannian TS 7-30Hz,18,45,0.4,0.4466403162055336
Riemannian TS 7-30Hz,19,45,0.6,0.7529644268774703
Riemannian TS 7-30Hz,20,45,0.6222222222222222,0.5474308300395256
Riemannian TS 7-30Hz,21,45,0.4666666666666667,0.48611111111111105
Riemannian TS 7-30Hz,22,45,0.5777777777777777,0.6541501976284585
Riemannian TS 7-30Hz,23,45,0.6,0.6778656126482213
Riemannian TS 7-30Hz,24,45,0.5111111111111111,0.6304347826086957
Riemannian TS 7-30Hz,25,45,0.5333333333333333,0.5375494071146245
Riemannian TS 7-30Hz,26,45,0.7333333333333333,0.7797619047619048
Riemannian TS 7-30Hz,27,45,0.4666666666666667,0.4683794466403162
Riemannian TS 7-30Hz,28,45,0.5111111111111111,0.42292490118577075
Riemannian TS 7-30Hz,29,45,0.7777777777777778,0.9466403162055337
Riemannian TS 7-30Hz,30,45,0.4666666666666667,0.5376984126984127
Riemannian TS 7-30Hz,31,45,0.8888888888888888,0.9288537549407114
Riemannian TS 7-30Hz,32,45,0.5333333333333333,0.7658730158730158
Riemannian TS 7-30Hz,33,45,0.7777777777777778,0.8241106719367589
Riemannian TS 7-30Hz,34,45,0.8,0.863095238095238
Riemannian TS 7-30Hz,35,45,0.5111111111111111,0.7233201581027668
Riemannian TS 7-30Hz,36,45,0.5333333333333333,0.5454545454545454
Riemannian TS 7-30Hz,37,45,0.5111111111111111,0.5810276679841897
Riemannian TS 7-30Hz,38,45,0.4444444444444444,0.4565217391304348
Riemannian TS 7-30Hz,39,45,0.6444444444444445,0.6403162055335969
Riemannian TS 7-30Hz,40,45,0.4444444444444444,0.5
Riemannian TS 7-30Hz,41,45,0.4888888888888889,0.5932539682539681
Riemannian TS 7-30Hz,42,45,0.7333333333333333,0.875494071146245
Riemannian TS 7-30Hz,43,45,0.7333333333333333,0.774703557312253
Riemannian TS 7-30Hz,44,45,0.5555555555555556,0.5869565217391304
Riemannian TS 7-30Hz,45,45,0.5555555555555556,0.5889328063241107
Riemannian TS 7-30Hz,46,45,0.4666666666666667,0.5276679841897233
Riemannian TS 7-30Hz,47,45,0.5111111111111111,0.6408730158730159
Riemannian TS 7-30Hz,48,45,0.6444444444444445,0.6897233201581028
Riemannian TS 7-30Hz,49,45,0.6222222222222222,0.7450592885375494
Riemannian TS 7-30Hz,50,45,0.4444444444444444,0.466403162055336
Riemannian TS 7-30Hz,51,45,0.5111111111111111,0.5119047619047619
Riemannian TS 7-30Hz,52,45,0.6,0.5515873015873016
Riemannian TS 7-30Hz,53,45,0.6,0.6719367588932805
Riemannian TS 7-30Hz,54,45,0.6666666666666666,0.6877470355731226
Riemannian TS 7-30Hz,55,45,0.7111111111111111,0.8102766798418972
Riemannian TS 7-30Hz,56,45,0.6444444444444445,0.725296442687747
Riemannian TS 7-30Hz,57,45,0.7333333333333333,0.7499999999999999
Riemannian TS 7-30Hz,58,45,0.4888888888888889,0.5357142857142857
Riemannian TS 7-30Hz,59,45,0.5333333333333333,0.4841269841269842
Riemannian TS 7-30Hz,60,45,0.6,0.83399209486166
Riemannian TS 7-30Hz,61,45,0.6666666666666666,0.7747035573122529
Riemannian TS 7-30Hz,62,45,0.7111111111111111,0.7984189723320159
Riemannian TS 7-30Hz,63,45,0.4222222222222222,0.4762845849802372
Riemannian TS 7-30Hz,64,45,0.4222222222222222,0.40711462450592883
Riemannian TS 7-30Hz,65,45,0.6888888888888889,0.7202380952380952
Riemannian TS 7-30Hz,66,45,0.5777777777777777,0.4960474308300395
Riemannian TS 7-30Hz,67,45,0.5111111111111111,0.5276679841897234
Riemannian TS 7-30Hz,68,45,0.5111111111111111,0.6442687747035574
Riemannian TS 7-30Hz,69,45,0.4666666666666667,0.5
Riemannian TS 7-30Hz,70,45,0.5333333333333333,0.6324110671936759
Riemannian TS 7-30Hz,71,45,0.6222222222222222,0.790513833992095
Riemannian TS 7-30Hz,72,45,0.8,0.8992094861660078
Riemannian TS 7-30Hz,73,45,0.6888888888888889,0.7529644268774703
Riemannian TS 7-30Hz,74,45,0.5777777777777777,0.4543650793650794
Riemannian TS 7-30Hz,75,45,0.5111111111111111,0.5968379446640317
Riemannian TS 7-30Hz,76,45,0.4888888888888889,0.5375494071146245
Riemannian TS 7-30Hz,77,45,0.5111111111111111,0.5833333333333334
Riemannian TS 7-30Hz,78,45,0.4888888888888889,0.3735177865612648
Riemannian TS 7-30Hz,79,45,0.5777777777777777,0.5098814229249011
Riemannian TS 7-30Hz,80,45,0.4666666666666667,0.5177865612648221
Riemannian TS 7-30Hz,81,45,0.4888888888888889,0.7371541501976284
Riemannian TS 7-30Hz,82,45,0.6222222222222222,0.7529644268774704
Riemannian TS 7-30Hz,83,45,0.6,0.7371541501976285
Riemannian TS 7-30Hz,84,45,0.5333333333333333,0.5098814229249012
Riemannian TS 7-30Hz,85,45,0.6888888888888889,0.7905138339920948
Riemannian TS 7-30Hz,86,45,0.6222222222222222,0.6482213438735178
Riemannian TS 7-30Hz,87,45,0.6,0.575098814229249
Riemannian TS 7-30Hz,89,45,0.4666666666666667,0.4623015873015873
Riemannian TS 7-30Hz,90,45,0.4666666666666667,0.4703557312252965
Riemannian TS 7-30Hz,91,45,0.5111111111111111,0.6363636363636364
Riemannian TS 7-30Hz,93,45,0.6888888888888889,0.8043478260869565
Riemannian TS 7-30Hz,94,45,0.7111111111111111,0.7845849802371542
Riemannian TS 7-30Hz,95,45,0.5111111111111111,0.5592885375494071
Riemannian TS 7-30Hz,96,45,0.5555555555555556,0.575098814229249
Riemannian TS 7-30Hz,97,45,0.6222222222222222,0.6758893280632411
Riemannian TS 7-30Hz,98,45,0.4888888888888889,0.5059288537549408
Riemannian TS 7-30Hz,99,45,0.4444444444444444,0.432806324110672
Riemannian TS 7-30Hz,101,45,0.5111111111111111,0.5671936758893281
Riemannian TS 7-30Hz,102,45,0.6444444444444445,0.7549407114624506
Riemannian TS 7-30Hz,103,45,0.5555555555555556,0.5573122529644268
Riemannian TS 7-30Hz,104,42,0.40476190476190477,0.2630385487528345
Riemannian TS 7-30Hz,105,45,0.5333333333333333,0.5217391304347826
Riemannian TS 7-30Hz,106,45,0.6444444444444445,0.5912698412698413
Riemannian TS 7-30Hz,107,45,0.5777777777777777,0.6984126984126984
Riemannian TS 7-30Hz,108,45,0.6,0.6798418972332015
Riemannian TS 7-30Hz,109,45,0.5555555555555556,0.5059288537549407
Riemannian TS 7-30Hz recentered,1,45,0.6888888888888889,0.7549407114624507
Riemannian TS 7-30Hz recentered,2,45,0.7777777777777778,0.8557312252964427
Riemannian TS 7-30Hz recentered,3,45,0.4444444444444444,0.42885375494071143
Riemannian TS 7-30Hz recentered,4,45,0.6,0.6146245059288538
Riemannian TS 7-30Hz recentered,5,45,0.5555555555555556,0.5833333333333334
Riemannian TS 7-30Hz recentered,6,45,0.5111111111111111,0.5079365079365079
Riemannian TS 7-30Hz recentered,7,45,0.8444444444444444,0.9229249011857709
Riemannian TS 7-30Hz recentered,8,45,0.5555555555555556,0.6284584980237155
Riemannian TS 7-30Hz recentered,9,45,0.4444444444444444,0.4404761904761905
Riemannian TS 7-30Hz recentered,10,45,0.6,0.7103174603174603
Riemannian TS 7-30Hz recentered,11,45,0.5111111111111111,0.58300395256917
Riemannian TS 7-30Hz recentered,12,45,0.5555555555555556,0.6825396825396826
Riemannian TS 7-30Hz recentered,13,45,0.8,0.8458498023715415
Riemannian TS 7-30Hz recentered,14,45,0.5555555555555556,0.5691699604743083
Riemannian TS 7-30Hz recentered,15,45,0.7333333333333333,0.8063241106719368
Riemannian TS 7-30Hz recentered,16,45,0.5333333333333333,0.5316205533596838
Riemannian TS 7-30Hz recentered,17,45,0.6666666666666666,0.6561264822134387
Riemannian TS 7-30Hz recentered,18,45,0.5111111111111111,0.5059288537549407
Riemannian TS 7-30Hz recentered,19,45,0.5777777777777777,0.7094861660079052
Riemannian TS 7-30Hz recentered,20,45,0.5555555555555556,0.5177865612648221
Riemannian TS 7-30Hz recentered,21,45,0.5333333333333333,0.6031746031746031
Riemannian TS 7-30Hz recentered,22,45,0.6444444444444445,0.6462450592885376
Riemannian TS 7-30Hz recentered,23,45,0.6888888888888889,0.7252964426877471
Riemannian TS 7-30Hz recentered,24,45,0.5777777777777777,0.6324110671936758
Riemannian TS 7-30Hz recentered,25,45,0.5111111111111111,0.5830039525691699
Riemannian TS 7-30Hz recentered,26,45,0.7777777777777778,0.8214285714285713
Riemannian TS 7-30Hz recentered,27,45,0.4444444444444444,0.49802371541501983
Riemannian TS 7-30Hz recentered,28,45,0.5111111111111111,0.5138339920948617
Riemannian TS 7-30Hz recentered,29,45,0.8888888888888888,0.9802371541501975
Riemannian TS 7-30Hz recentered,30,45,0.6444444444444445,0.6904761904761905
Riemannian TS 7-30Hz recentered,31,45,0.8,0.9031620553359684
Riemannian TS 7-30Hz recentered,32,45,0.7777777777777778,0.9146825396825397
Riemannian TS 7-30Hz recentered,33,45,0.7111111111111111,0.8142292490118577
Riemannian TS 7-30Hz recentered,34,45,0.7777777777777778,0.8154761904761905
Riemannian TS 7-30Hz recentered,35,45,0.6666666666666666,0.7114624505928854
Riemannian TS 7-30Hz recentered,36,45,0.5333333333333333,0.5316205533596838
Riemannian TS 7-30Hz recentered,37,45,0.6,0.5889328063241106
Riemannian TS 7-30Hz recentered,38,45,0.5333333333333333,0.5019762845849802
Riemannian TS 7-30Hz recentered,39,45,0.6222222222222222,0.6561264822134387
Riemannian TS 7-30Hz recentered,40,45,0.5777777777777777,0.5297619047619048
Riemannian TS 7-30Hz recentered,41,45,0.5777777777777777,0.6865079365079365
Riemannian TS 7-30Hz recentered,42,45,0.8888888888888888,0.9367588932806323
Riemannian TS 7-30Hz recentered,43,45,0.7555555555555555,0.7351778656126483
Riemannian TS 7-30Hz recentered,44,45,0.6444444444444445,0.6086956521739131
Riemannian TS 7-30Hz recentered,45,45,0.5777777777777777,0.6007905138339921
Riemannian TS 7-30Hz recentered,46,45,0.4444444444444444,0.48418972332015814
Riemannian TS 7-30Hz recentered,47,45,0.6,0.6170634920634921
Riemannian TS 7-30Hz recentered,48,45,0.7111111111111111,0.7628458498023716
Riemannian TS 7-30Hz recentered,49,45,0.7333333333333333,0.8320158102766798
Riemannian TS 7-30Hz recentered,50,45,0.5111111111111111,0.5533596837944664
Riemannian TS 7-30Hz recentered,51,45,0.5555555555555556,0.5952380952380952
Riemannian TS 7-30Hz recentered,52,45,0.5555555555555556,0.5853174603174602
Riemannian TS 7-30Hz recentered,53,45,0.6444444444444445,0.7865612648221344
Riemannian TS 7-30Hz recentered,54,45,0.6666666666666666,0.7272727272727273
Riemannian TS 7-30Hz recentered,55,45,0.7555555555555555,0.8379446640316206
Riemannian TS 7-30Hz recentered,56,45,0.6444444444444445,0.6976284584980237
Riemannian TS 7-30Hz recentered,57,45,0.6888888888888889,0.751984126984127
Riemannian TS 7-30Hz recentered,58,45,0.6222222222222222,0.6607142857142857
Riemannian TS 7-30Hz recentered,59,45,0.5777777777777777,0.5555555555555555
Riemannian TS 7-30Hz recentered,60,45,0.7333333333333333,0.8102766798418972
Riemannian TS 7-30Hz recentered,61,45,0.7111111111111111,0.8023715415019762
Riemannian TS 7-30Hz recentered,62,45,0.7111111111111111,0.8735177865612649
Riemannian TS 7-30Hz recentered,63,45,0.4666666666666667,0.5217391304347827
Riemannian TS 7-30Hz recentered,64,45,0.4,0.40909090909090906
Riemannian TS 7-30Hz recentered,65,45,0.6666666666666666,0.7242063492063492
Riemannian TS 7-30Hz recentered,66,45,0.5555555555555556,0.4980237154150198
Riemannian TS 7-30Hz recentered,67,45,0.5555555555555556,0.5770750988142292
Riemannian TS 7-30Hz recentered,68,45,0.6666666666666666,0.6996047430830039
Riemannian TS 7-30Hz recentered,69,45,0.5555555555555556,0.5555555555555556
Riemannian TS 7-30Hz recentered,70,45,0.6444444444444445,0.7351778656126482
Riemannian TS 7-30Hz recentered,71,45,0.7111111111111111,0.8102766798418972
Riemannian TS 7-30Hz recentered,72,45,0.8666666666666667,0.9565217391304347
Riemannian TS 7-30Hz recentered,73,45,0.6444444444444445,0.6857707509881423
Riemannian TS 7-30Hz recentered,74,45,0.5333333333333333,0.5496031746031745
Riemannian TS 7-30Hz recentered,75,45,0.5777777777777777,0.634387351778656
Riemannian TS 7-30Hz recentered,76,45,0.4666666666666667,0.4920948616600791
Riemannian TS 7-30Hz recentered,77,45,0.5111111111111111,0.503968253968254
Riemannian TS 7-30Hz recentered,78,45,0.4,0.4426877470355731
Riemannian TS 7-30Hz recentered,79,45,0.5555555555555556,0.5810276679841897
Riemannian TS 7-30Hz recentered,80,45,0.5555555555555556,0.6047430830039526
Riemannian TS 7-30Hz recentered,81,45,0.6666666666666666,0.7490118577075099
Riemannian TS 7-30Hz recentered,82,45,0.6222222222222222,0.6857707509881423
Riemannian TS 7-30Hz recentered,83,45,0.6222222222222222,0.6936758893280632
Riemannian TS 7-30Hz recentered,84,45,0.5555555555555556,0.5553359683794467
Riemannian TS 7-30Hz recentered,85,45,0.7111111111111111,0.8438735177865613
Riemannian TS 7-30Hz recentered,86,45,0.5555555555555556,0.6166007905138341
Riemannian TS 7-30Hz recentered,87,45,0.5333333333333333,0.6225296442687747
Riemannian TS 7-30Hz recentered,89,45,0.4666666666666667,0.5575396825396826
Riemannian TS 7-30Hz recentered,90,45,0.4444444444444444,0.44664031620553357
Riemannian TS 7-30Hz recentered,91,45,0.5777777777777777,0.7134387351778656
Riemannian TS 7-30Hz recentered,93,45,0.6888888888888889,0.7509881422924901
Riemannian TS 7-30Hz recentered,94,45,0.8222222222222222,0.8596837944664033
Riemannian TS 7-30Hz recentered,95,45,0.4222222222222222,0.4881422924901186
Riemannian TS 7-30Hz recentered,96,45,0.5777777777777777,0.5830039525691699
Riemannian TS 7-30Hz recentered,97,45,0.7111111111111111,0.707509881422925
Riemannian TS 7-30Hz recentered,98,45,0.4666666666666667,0.48221343873517786
Riemannian TS 7-30Hz recentered,99,45,0.4666666666666667,0.4940711462450593
Riemannian TS 7-30Hz recentered,101,45,0.5777777777777777,0.5849802371541502
Riemannian TS 7-30Hz recentered,102,45,0.7333333333333333,0.8320158102766798
Riemannian TS 7-30Hz recentered,103,45,0.4666666666666667,0.5276679841897234
Riemannian TS 7-30Hz recentered,104,42,0.3333333333333333,0.31746031746031744
Riemannian TS 7-30Hz recentered,105,45,0.4888888888888889,0.4723320158102767
Riemannian TS 7-30Hz recentered,106,45,0.6444444444444445,0.6567460317460319
Riemannian TS 7-30Hz recentered,107,45,0.6222222222222222,0.6507936507936507
Riemannian TS 7-30Hz recentered,108,45,0.6444444444444445,0.7430830039525691
Riemannian TS 7-30Hz recentered,109,45,0.6444444444444445,0.6462450592885376
Riemannian TS 7-30Hz recentered nestedC,1,45,0.7555555555555555,0.8300395256916996
Riemannian TS 7-30Hz recentered nestedC,2,45,0.8888888888888888,0.9762845849802372
Riemannian TS 7-30Hz recentered nestedC,3,45,0.4888888888888889,0.3814229249011858
Riemannian TS 7-30Hz recentered nestedC,4,45,0.7555555555555555,0.7628458498023716
Riemannian TS 7-30Hz recentered nestedC,5,45,0.5555555555555556,0.5277777777777778
Riemannian TS 7-30Hz recentered nestedC,6,45,0.5111111111111111,0.5575396825396824
Riemannian TS 7-30Hz recentered nestedC,7,45,0.9555555555555556,0.9901185770750989
Riemannian TS 7-30Hz recentered nestedC,8,45,0.6666666666666666,0.6442687747035574
Riemannian TS 7-30Hz recentered nestedC,9,45,0.5333333333333333,0.49603174603174605
Riemannian TS 7-30Hz recentered nestedC,10,45,0.6222222222222222,0.7480158730158729
Riemannian TS 7-30Hz recentered nestedC,11,45,0.5555555555555556,0.5197628458498024
Riemannian TS 7-30Hz recentered nestedC,12,45,0.6888888888888889,0.7916666666666667
Riemannian TS 7-30Hz recentered nestedC,13,45,0.8222222222222222,0.9209486166007905
Riemannian TS 7-30Hz recentered nestedC,14,45,0.6,0.7233201581027668
Riemannian TS 7-30Hz recentered nestedC,15,45,0.8444444444444444,0.9051383399209486
Riemannian TS 7-30Hz recentered nestedC,16,45,0.6222222222222222,0.7509881422924902
Riemannian TS 7-30Hz recentered nestedC,17,45,0.5555555555555556,0.6343873517786561
Riemannian TS 7-30Hz recentered nestedC,18,45,0.4888888888888889,0.4841897233201581
Riemannian TS 7-30Hz recentered nestedC,19,45,0.7111111111111111,0.808300395256917
Riemannian TS 7-30Hz recentered nestedC,20,45,0.4888888888888889,0.6007905138339921
Riemannian TS 7-30Hz recentered nestedC,21,45,0.5555555555555556,0.625
Riemannian TS 7-30Hz recentered nestedC,22,45,0.6666666666666666,0.7193675889328063
Riemannian TS 7-30Hz recentered nestedC,23,45,0.7111111111111111,0.8201581027667983
Riemannian TS 7-30Hz recentered nestedC,24,45,0.6888888888888889,0.766798418972332
Riemannian TS 7-30Hz recentered nestedC,25,45,0.6444444444444445,0.6877470355731226
Riemannian TS 7-30Hz recentered nestedC,26,45,0.8666666666666667,0.9484126984126984
Riemannian TS 7-30Hz recentered nestedC,27,45,0.4888888888888889,0.5098814229249012
Riemannian TS 7-30Hz recentered nestedC,28,45,0.5111111111111111,0.541501976284585
Riemannian TS 7-30Hz recentered nestedC,29,45,0.9777777777777777,0.9980237154150198
Riemannian TS 7-30Hz recentered nestedC,30,45,0.7777777777777778,0.8293650793650794
Riemannian TS 7-30Hz recentered nestedC,31,45,0.9111111111111111,0.9683794466403162
Riemannian TS 7-30Hz recentered nestedC,32,45,0.8888888888888888,0.9801587301587302
Riemannian TS 7-30Hz recentered nestedC,33,45,0.8,0.9130434782608695
Riemannian TS 7-30Hz recentered nestedC,34,45,0.9555555555555556,0.9940476190476191
Riemannian TS 7-30Hz recentered nestedC,35,45,0.7555555555555555,0.8023715415019762
Riemannian TS 7-30Hz recentered nestedC,36,45,0.6222222222222222,0.6185770750988142
Riemannian TS 7-30Hz recentered nestedC,37,45,0.6,0.6264822134387352
Riemannian TS 7-30Hz recentered nestedC,38,45,0.4444444444444444,0.42292490118577075
Riemannian TS 7-30Hz recentered nestedC,39,45,0.6,0.6106719367588933
Riemannian TS 7-30Hz recentered nestedC,40,45,0.4666666666666667,0.5396825396825397
Riemannian TS 7-30Hz recentered nestedC,41,45,0.6666666666666666,0.8075396825396826
Riemannian TS 7-30Hz recentered nestedC,42,45,0.9111111111111111,0.9407114624505929
Riemannian TS 7-30Hz recentered nestedC,43,45,0.8444444444444444,0.907114624505929
Riemannian TS 7-30Hz recentered nestedC,44,45,0.7333333333333333,0.7450592885375493
Riemannian TS 7-30Hz recentered nestedC,45,45,0.6,0.7015810276679841
Riemannian TS 7-30Hz recentered nestedC,46,45,0.5777777777777777,0.6521739130434783
Riemannian TS 7-30Hz recentered nestedC,47,45,0.5333333333333333,0.6170634920634921
Riemannian TS 7-30Hz recentered nestedC,48,45,0.7555555555555555,0.8774703557312253
Riemannian TS 7-30Hz recentered nestedC,49,45,0.9111111111111111,0.9664031620553359
Riemannian TS 7-30Hz recentered nestedC,50,45,0.6222222222222222,0.707509881422925
Riemannian TS 7-30Hz recentered nestedC,51,45,0.6222222222222222,0.6706349206349206
Riemannian TS 7-30Hz recentered nestedC,52,45,0.8444444444444444,0.9246031746031745
Riemannian TS 7-30Hz recentered nestedC,53,45,0.5777777777777777,0.5553359683794467
Riemannian TS 7-30Hz recentered nestedC,54,45,0.7333333333333333,0.8379446640316205
Riemannian TS 7-30Hz recentered nestedC,55,45,0.9111111111111111,0.9822134387351779
Riemannian TS 7-30Hz recentered nestedC,56,45,0.8,0.875494071146245
Riemannian TS 7-30Hz recentered nestedC,57,45,0.6,0.6369047619047619
Riemannian TS 7-30Hz recentered nestedC,58,45,0.5555555555555556,0.6349206349206349
Riemannian TS 7-30Hz recentered nestedC,59,45,0.4666666666666667,0.49404761904761896
Riemannian TS 7-30Hz recentered nestedC,60,45,0.8,0.8893280632411067
Riemannian TS 7-30Hz recentered nestedC,61,45,0.8444444444444444,0.9090909090909092
Riemannian TS 7-30Hz recentered nestedC,62,45,0.9777777777777777,1.0
Riemannian TS 7-30Hz recentered nestedC,63,45,0.6,0.5909090909090908
Riemannian TS 7-30Hz recentered nestedC,64,45,0.6222222222222222,0.6620553359683795
Riemannian TS 7-30Hz recentered nestedC,65,45,0.8222222222222222,0.876984126984127
Riemannian TS 7-30Hz recentered nestedC,66,45,0.4888888888888889,0.4782608695652174
Riemannian TS 7-30Hz recentered nestedC,67,45,0.6666666666666666,0.6758893280632411
Riemannian TS 7-30Hz recentered nestedC,68,45,0.7333333333333333,0.7608695652173912
Riemannian TS 7-30Hz recentered nestedC,69,45,0.6222222222222222,0.6150793650793651
Riemannian TS 7-30Hz recentered nestedC,70,45,0.8,0.9288537549407114
Riemannian TS 7-30Hz recentered nestedC,71,45,0.8444444444444444,0.9328063241106719
Riemannian TS 7-30Hz recentered nestedC,72,45,0.9333333333333333,0.9980237154150198
Riemannian TS 7-30Hz recentered nestedC,73,45,0.8,0.8932806324110671
Riemannian TS 7-30Hz recentered nestedC,74,45,0.6,0.5932539682539683
Riemannian TS 7-30Hz recentered nestedC,75,45,0.8,0.8794466403162056
Riemannian TS 7-30Hz recentered nestedC,76,45,0.6666666666666666,0.6837944664031621
Riemannian TS 7-30Hz recentered nestedC,77,45,0.5111111111111111,0.5178571428571429
Riemannian TS 7-30Hz recentered nestedC,78,45,0.5555555555555556,0.5770750988142292
Riemannian TS 7-30Hz recentered nestedC,79,45,0.5555555555555556,0.6403162055335968
Riemannian TS 7-30Hz recentered nestedC,80,45,0.7111111111111111,0.7569169960474308
Riemannian TS 7-30Hz recentered nestedC,81,45,0.7333333333333333,0.8675889328063241
Riemannian TS 7-30Hz recentered nestedC,82,45,0.7333333333333333,0.7747035573122529
Riemannian TS 7-30Hz recentered nestedC,83,45,0.7333333333333333,0.8280632411067195
Riemannian TS 7-30Hz recentered nestedC,84,45,0.6444444444444445,0.66600790513834
Riemannian TS 7-30Hz recentered nestedC,85,45,0.9555555555555556,0.9980237154150198
Riemannian TS 7-30Hz recentered nestedC,86,45,0.7111111111111111,0.790513833992095
Riemannian TS 7-30Hz recentered nestedC,87,45,0.5555555555555556,0.5652173913043479
Riemannian TS 7-30Hz recentered nestedC,89,45,0.6666666666666666,0.7182539682539683
Riemannian TS 7-30Hz recentered nestedC,90,45,0.5777777777777777,0.6324110671936759
Riemannian TS 7-30Hz recentered nestedC,91,45,0.8444444444444444,0.91699604743083
Riemannian TS 7-30Hz recentered nestedC,93,45,0.9333333333333333,0.9229249011857708
Riemannian TS 7-30Hz recentered nestedC,94,45,0.8888888888888888,0.9822134387351777
Riemannian TS 7-30Hz recentered nestedC,95,45,0.6666666666666666,0.6442687747035574
Riemannian TS 7-30Hz recentered nestedC,96,45,0.6,0.6758893280632411
Riemannian TS 7-30Hz recentered nestedC,97,45,0.5555555555555556,0.575098814229249
Riemannian TS 7-30Hz recentered nestedC,98,45,0.5555555555555556,0.6561264822134387
Riemannian TS 7-30Hz recentered nestedC,99,45,0.5333333333333333,0.525691699604743
Riemannian TS 7-30Hz recentered nestedC,101,45,0.5555555555555556,0.5474308300395258
Riemannian TS 7-30Hz recentered nestedC,102,45,0.8,0.8735177865612648
Riemannian TS 7-30Hz recentered nestedC,103,45,0.6,0.7213438735177865
Riemannian TS 7-30Hz recentered nestedC,104,42,0.5238095238095238,0.5306122448979592
Riemannian TS 7-30Hz recentered nestedC,105,45,0.5111111111111111,0.5533596837944663
Riemannian TS 7-30Hz recentered nestedC,106,45,0.6222222222222222,0.6805555555555556
Riemannian TS 7-30Hz recentered nestedC,107,45,0.7111111111111111,0.7380952380952381
Riemannian TS 7-30Hz recentered nestedC,108,45,0.8,0.8537549407114625
Riemannian TS 7-30Hz recentered nestedC,109,45,0.5555555555555556,0.5909090909090908
